EwEVersion,"6.5.14034.0 (compiled 10/03/2017)"
Date,"08/05/2020 07:32:23"
ModelName,"NorthSea1991-2013 Key Run"
EcosimScenario,"Basic setup"
TimeSeries,FleetGroupMort_annual_Benless50
StartYear,1991

Data,Catch

Year,"Baleen whales","Toothed whales",Seals,"Surface-feeding seabirds","Juvenile sharks",Spurdog,"Large piscivorous sharks","Small sharks","Juvenile rays","Starry ray + others","Thornback & Spotted ray","Skate + cuckoo ray","Cod (juvenile 0-2)","Cod (adult)","Whiting (juvenile 0-1)","Whiting (adult)","Haddock (juvenile 0-1)","Haddock (adult)","Saithe (juvenile 0-3)","Saithe (adult)",Hake,"Blue whiting","Norway pout","Other gadoids (large)","Other gadoids (small)",Monkfish,Gurnards,"Herring (juvenile 0-1)","Herring (adult)",Sprat,Mackerel,"Horse mackerel",Sandeels,Plaice,Dab,"Long-rough dab",Flounder,Sole,"Lemon sole",Witch,Turbot,Megrim,Halibut,Dragonets,"Catfish (Wolf-fish)","Large demersal fish","Small demersal fish","Miscellaneous filterfeeding pelagic fish","Squid & cuttlefish","Fish larvae","Carnivorous zooplankton","Herbivorous & Omnivorous zooplankton (copepods)","Gelatinous zooplankton","Large crabs",Nephrops,"Epifaunal macrobenthos (mobile grazers)","Infaunal macrobenthos",Shrimp,"Small mobile epifauna (swarming crustaceans)","Small infauna (polychaetes)","Sessile epifauna",Meiofauna,"Benthic microflora (incl Bacteria protozoa))","Planktonic microflora (incl Bacteria protozoa)","Diving seabirds",Phytoplankton,"Detritus - DOM -water column","Detritus - POM - sediment",Discards
2013,0,0,0,0,0,0.01424022,0.0004655337,0.0002612952,0,0.001471911,0.008251141,0.005018954,0.007749217,0.04303481,0.0005482082,0.02687691,0.0003659369,0.0779347,0.009889339,0.09576666,0.0007427509,0.003127535,0.3592142,0.02474161,0.02285939,0.02980808,0.002270015,0.00896572,0.8146749,0.02020443,0.1747218,0.04785085,0.3977897,0.5774506,0.09004635,0.001214307,0.02460012,0.06916428,0.004438264,0.00826828,0.006546669,0.0004677114,0.0003210652,0,0.004355693,0.004568155,0.08100084,0.00208603,0.0003564943,0,0,0,0,0.02552353,0.0157229,0.01008495,0,0.2079556,0,0,0,0,0,0,0,0,0,0,0
2014,0,0,0,0,0,0.01344664,0.0004545217,0.0002545866,0,0.001382104,0.007701781,0.004693033,0.007733943,0.043216,0.0004571142,0.02510431,0.0003308864,0.07327963,0.008076795,0.100659,0.0006522986,0.0028273,0.3283415,0.02197446,0.02307824,0.02777314,0.002034516,0.009244594,0.7778851,0.02733492,0.1682813,0.0424859,0.3590413,0.5537584,0.08408589,0.00109963,0.02266848,0.08076584,0.004077951,0.00761738,0.006769608,0.0004136302,0.0002920793,0,0.004177031,0.004480369,0.07465411,0.001994412,0.0003386758,0,0,0,0,0.02483679,0.01481502,0.009224533,0,0.206744,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,0.01278374,0.0004441407,0.0002477104,0,0.001265846,0.007120274,0.004361365,0.01306662,0.04212043,0.0003185897,0.02281481,0.0002701506,0.07390262,0.006790347,0.101815,0.0005690506,0.002502545,0.3080173,0.01959913,0.02303887,0.02595223,0.001803781,0.008221551,0.783448,0.03585435,0.1614944,0.03763214,0.3255464,0.5283411,0.07834035,0.0009860699,0.02072706,0.09366789,0.003719736,0.006969419,0.006923911,0.0003695145,0.0002637282,0,0.003973946,0.004380154,0.06698867,0.001812216,0.0003128387,0,0,0,0,0.02406096,0.01387661,0.008402556,0,0.203665,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,0.01224516,0.0004347974,0.0002407848,0,0.001139839,0.006487445,0.00402321,0.01817531,0.04684477,0.0002128691,0.02032452,0.0002132426,0.07397239,0.005652157,0.09957563,0.0004929276,0.002131658,0.2953027,0.01761897,0.02282397,0.02436339,0.001586719,0.007120378,0.7805483,0.04576532,0.1546122,0.03320725,0.2975424,0.5019162,0.07295411,0.0008696915,0.01878284,0.1073319,0.003380002,0.006344285,0.007097526,0.0003326102,0.0002363779,0,0.003747175,0.004240292,0.05909295,0.001666677,0.0002940759,0,0,0,0,0.02325331,0.01293162,0.007639869,0,0.203117,0,0,0,0,0,0,0,0,0,0,0
2017,0,0,0,0,0,0.01177906,0.0004265887,0.0002346635,0,0.001018146,0.005853487,0.003699493,0.01856394,0.05919218,0.0001592945,0.01799927,0.0001547998,0.07123792,0.004958578,0.09493804,0.0004285343,0.001959688,0.3059347,0.01590189,0.02316121,0.02290376,0.001398617,0.007184971,0.7481202,0.05988808,0.149521,0.02972575,0.2884254,0.4744415,0.06787325,0.0007573411,0.0169382,0.1204885,0.003070046,0.005752861,0.007318422,0.0003059057,0.0002106824,0,0.003503346,0.004138168,0.05380322,0.001645986,0.0002899817,0,0,0,0,0.02252896,0.01197824,0.006926868,0,0.204602,0,0,0,0,0,0,0,0,0,0,0
2018,0,0,0,0,0,0.01127946,0.0004185454,0.0002298519,0,0.0009136607,0.005254327,0.003406932,0.01769092,0.07703345,0.0001590128,0.01617444,9.622996E-05,0.06663466,0.004916459,0.08859014,0.0003833646,0.002217405,0.347147,0.01427384,0.02407192,0.02145409,0.001253291,0.008918836,0.6751928,0.08172058,0.1483864,0.0277342,0.3018823,0.4442196,0.06277012,0.0006495619,0.01524999,0.1311081,0.002774563,0.005174621,0.007728249,0.0002952357,0.000187565,0,0.003248143,0.004148602,0.05067941,0.00169579,0.0002949355,0,0,0,0,0.02183279,0.01096759,0.006228924,0,0.2049746,0,0,0,0,0,0,0,0,0,0,0
2019,0,0,0,0,0,0.01074394,0.0004109068,0.0002262636,0,0.0008305253,0.004687323,0.003143031,0.01592956,0.09638949,0.00026111,0.01501001,7.038475E-05,0.0609412,0.005476059,0.08236776,0.0003638294,0.003144824,0.4042726,0.01275833,0.0249353,0.02002111,0.001151133,0.009686046,0.6219937,0.1098542,0.1523531,0.02739754,0.3273292,0.4097471,0.05743174,0.0005470152,0.01366828,0.137786,0.002472376,0.004586263,0.008496557,0.0003032753,0.0001675266,0,0.002982047,0.00426695,0.04884203,0.001632087,0.000285681,0,0,0,0,0.02108268,0.009868361,0.005521622,0,0.20076,0,0,0,0,0,0,0,0,0,0,0
2020,0,0,0,0,0,0.0104191,0.0004066764,0.0002228542,0,0.0007520188,0.004123415,0.002870544,0.01336524,0.1100614,0.0004088579,0.01446124,7.616139E-05,0.05322002,0.005882652,0.07792654,0.0003651596,0.004025356,0.4151747,0.01159388,0.02452781,0.01877181,0.001051748,0.0083931,0.6379127,0.1287939,0.157411,0.02728123,0.3273387,0.3708358,0.0519316,0.000452095,0.01200288,0.1414682,0.002155768,0.003986534,0.009518136,0.0003150404,0.0001491965,0,0.002699459,0.004273084,0.04600812,0.00130019,0.000232394,0,0,0,0,0.02023909,0.008718277,0.004815142,0,0.1944279,0,0,0,0,0,0,0,0,0,0,0
2021,0,0,0,0,0,0.01058397,0.0004241047,0.0002207307,0,0.0007612955,0.004107646,0.002959022,0.01233326,0.1175957,0.0004795213,0.01622015,0.0001079759,0.0489007,0.006536889,0.0768754,0.000390938,0.00414781,0.388147,0.01183452,0.02343348,0.01927054,0.001067175,0.007372651,0.6636309,0.1342596,0.1606206,0.02638032,0.3113401,0.3806987,0.05057937,0.0004292917,0.01189438,0.1480144,0.002130388,0.003962487,0.01045948,0.0003563958,0.0001510219,0,0.00276526,0.004388832,0.04529658,0.001147203,0.0002110698,0,0,0,0,0.01960158,0.008789082,0.004797008,0,0.1944034,0,0,0,0,0,0,0,0,0,0,0
2022,0,0,0,0,0,0.01072145,0.0004375772,0.0002182515,0,0.000754941,0.004068219,0.00302224,0.01221766,0.1155724,0.000418486,0.01861086,0.0001809621,0.0440616,0.00684203,0.07851633,0.0004105539,0.004068279,0.3640049,0.01190732,0.02277725,0.01953761,0.001055475,0.007173804,0.6631289,0.1310422,0.1624818,0.02505753,0.2989753,0.3898959,0.04984073,0.0004144039,0.01175206,0.1538987,0.00212856,0.003966482,0.01101723,0.0003796781,0.0001518754,0,0.002820029,0.004463049,0.04425896,0.001126085,0.0002110506,0,0,0,0,0.01924562,0.008955913,0.004810898,0,0.1955601,0,0,0,0,0,0,0,0,0,0,0
