EwEVersion,"6.5.14034.0 (compiled 10/03/2017)"
Date,"08/05/2020 07:35:56"
ModelName,"NorthSea1991-2013 Key Run"
EcosimScenario,"Basic setup"
TimeSeries,FleetGroupMort_annual_Benless100
StartYear,1991

Data,Biomass

Year,"Baleen whales","Toothed whales",Seals,"Surface-feeding seabirds","Juvenile sharks",Spurdog,"Large piscivorous sharks","Small sharks","Juvenile rays","Starry ray + others","Thornback & Spotted ray","Skate + cuckoo ray","Cod (juvenile 0-2)","Cod (adult)","Whiting (juvenile 0-1)","Whiting (adult)","Haddock (juvenile 0-1)","Haddock (adult)","Saithe (juvenile 0-3)","Saithe (adult)",Hake,"Blue whiting","Norway pout","Other gadoids (large)","Other gadoids (small)",Monkfish,Gurnards,"Herring (juvenile 0-1)","Herring (adult)",Sprat,Mackerel,"Horse mackerel",Sandeels,Plaice,Dab,"Long-rough dab",Flounder,Sole,"Lemon sole",Witch,Turbot,Megrim,Halibut,Dragonets,"Catfish (Wolf-fish)","Large demersal fish","Small demersal fish","Miscellaneous filterfeeding pelagic fish","Squid & cuttlefish","Fish larvae","Carnivorous zooplankton","Herbivorous & Omnivorous zooplankton (copepods)","Gelatinous zooplankton","Large crabs",Nephrops,"Epifaunal macrobenthos (mobile grazers)","Infaunal macrobenthos",Shrimp,"Small mobile epifauna (swarming crustaceans)","Small infauna (polychaetes)","Sessile epifauna",Meiofauna,"Benthic microflora (incl Bacteria protozoa))","Planktonic microflora (incl Bacteria protozoa)","Diving seabirds",Phytoplankton,"Detritus - DOM -water column","Detritus - POM - sediment",Discards
2001,0.07019237,0.01701964,0.008804095,0.001905725,0.001151603,0.1769746,0.001516061,0.002125169,0.2863476,0.1900683,0.09651243,0.07145905,0.02150891,0.04121601,0.01014403,0.1934378,0.005837533,0.1875773,0.1253732,0.2441151,0.01314276,0.1133291,1.580535,0.1397799,0.362667,0.09284174,0.2167352,0.2417558,5.440862,0.3086695,1.053641,0.7263141,1.503745,0.7463841,3.222637,0.5258532,0.3090552,0.05845862,0.1528721,0.100481,0.008889161,0.03461619,0.03786743,0.05638722,0.02424071,0.03356398,0.5442558,0.02915028,0.04532072,0.3412038,2.539567,15.38605,0.05420147,1.26672,0.9967964,80.70779,143.4811,0.1072901,31.1795,156.9736,110.3499,4.021493,0.1090626,1.516069,0.004636118,8.011956,25.82688,25.95104,6.233786E-07
2002,0.07039293,0.01697924,0.008823811,0.001859091,0.0012017,0.1897541,0.001465259,0.002204018,0.2713958,0.1780201,0.0983801,0.06992725,0.02867822,0.03485673,0.01041044,0.1955032,0.001954812,0.2082704,0.1436438,0.267843,0.01249441,0.09475186,1.485284,0.1454674,0.3587426,0.09949864,0.2058876,0.206072,5.957563,0.1937494,0.9491817,0.6922881,1.486337,0.8119566,3.288945,0.5491236,0.3157739,0.05751436,0.1543978,0.1014363,0.008068906,0.03381928,0.03743476,0.05877535,0.02609116,0.03222017,0.5217128,0.02866369,0.04497153,0.3510483,2.546558,15.56895,0.05391464,1.277092,1.002474,81.45008,145.2675,0.09978052,31.42723,158.4884,111.5902,4.020307,0.1094296,1.522402,0.004516518,8.041552,25.91932,26.0475,7.245888E-07
2003,0.07058589,0.01694412,0.008866309,0.001837753,0.001229008,0.1986313,0.001360625,0.002156674,0.2663791,0.1602386,0.09714148,0.06759108,0.02914796,0.03547764,0.005718298,0.1977251,0.002733798,0.2424752,0.1643858,0.2755287,0.01117046,0.0767637,1.457509,0.1567786,0.3549801,0.1091077,0.2005299,0.1612568,6.172907,0.1518304,0.861406,0.6637235,1.668272,0.8877469,3.34093,0.5653442,0.3212771,0.05763267,0.1567055,0.1026123,0.007180742,0.0320517,0.03710235,0.05999409,0.02855251,0.0305509,0.5242928,0.02834967,0.04594497,0.357116,2.549079,15.60599,0.05308512,1.298129,1.007866,82.2406,146.3941,0.08909615,31.47615,159.0184,112.6894,4.014143,0.1096536,1.524201,0.004472593,8.069867,25.98585,26.11054,7.797664E-07
2004,0.07079772,0.0169299,0.008961753,0.001834325,0.001254395,0.2054764,0.001264567,0.002063388,0.2746291,0.1394701,0.09734732,0.06635908,0.02271761,0.03659478,0.002389629,0.1873262,0.005970979,0.2889098,0.1648919,0.2900351,0.009760304,0.06375211,1.526384,0.175198,0.3575416,0.1240984,0.20375,0.1244137,6.169283,0.1017054,0.8249447,0.6520503,1.866721,0.9912515,3.383987,0.5812878,0.3274084,0.05939617,0.1593364,0.1045917,0.00703375,0.03081036,0.03720767,0.06130159,0.03216489,0.02962698,0.5551808,0.02857459,0.04728809,0.3566595,2.513767,15.49992,0.05300767,1.322314,1.011448,82.90102,147.002,0.1040111,31.48036,159.1226,113.6598,4.030011,0.1099386,1.527856,0.004521761,8.107442,26.04708,26.17571,7.789843E-07
2005,0.07103478,0.0169285,0.009111407,0.001836062,0.001300462,0.2146337,0.001229759,0.002046097,0.2902538,0.120709,0.1007278,0.06700639,0.01398514,0.03433771,0.001441611,0.172492,0.007353195,0.3433363,0.1450476,0.3066863,0.008375628,0.05770094,1.785876,0.1923539,0.3662514,0.140062,0.2129942,0.1154973,6.201658,0.08080243,0.8485716,0.6544945,1.890609,1.148889,3.42973,0.6009524,0.3354108,0.06354936,0.1611453,0.1065944,0.007676102,0.03023556,0.03761508,0.06275397,0.03588707,0.02941509,0.5912884,0.02927011,0.04658052,0.3487487,2.397793,15.0619,0.05241937,1.337499,1.011417,83.35069,147.2617,0.1025681,31.46126,159.1421,114.5372,4.048275,0.1101536,1.531524,0.004622438,8.160607,26.08079,26.22939,7.476802E-07
2006,0.07125676,0.01692601,0.009289709,0.001836531,0.001348525,0.2281135,0.001239217,0.002070427,0.2931915,0.1095691,0.1038344,0.0675615,0.006729656,0.0297755,0.001812666,0.1601954,0.006443823,0.3671599,0.1226402,0.3203146,0.007466306,0.05004778,1.738037,0.2043685,0.3671945,0.155209,0.2181426,0.1095952,6.412731,0.08966517,0.8903999,0.6602519,1.660722,1.36455,3.470153,0.6172463,0.3443037,0.07051041,0.1622299,0.1082568,0.009258133,0.03051821,0.03801119,0.06230689,0.03920798,0.02897294,0.5956583,0.02791727,0.04249657,0.3305381,2.200067,14.28237,0.04808394,1.333786,1.005556,83.64042,147.5984,0.09957696,31.52004,159.5481,115.4373,4.083541,0.1105734,1.540866,0.004687335,8.255656,26.13155,26.32627,7.583128E-07
2007,0.0714388,0.01689639,0.009472026,0.001838888,0.001399173,0.2448932,0.001266972,0.00209905,0.2837223,0.108229,0.1070449,0.06757919,0.004112434,0.02464567,0.002418509,0.1507308,0.0045369,0.3809378,0.09510329,0.3271113,0.006929972,0.0399774,1.681316,0.214453,0.3613382,0.1691938,0.214139,0.1076556,6.608305,0.07242265,0.889464,0.6512938,1.560078,1.629581,3.50493,0.6308011,0.3501112,0.08031974,0.1633385,0.1098802,0.01132774,0.03010009,0.03797003,0.06241129,0.0424109,0.02832469,0.5735758,0.02700695,0.03950723,0.3114534,2.023172,13.35999,0.04421847,1.322464,0.9976973,83.90139,148.1306,0.1150149,31.59576,160.0468,116.3745,4.080676,0.1105852,1.543446,0.004699969,8.314203,26.09902,26.34468,7.885492E-07
2008,0.07160936,0.0168588,0.009673817,0.00184362,0.001454075,0.2619574,0.001326985,0.002107922,0.2785304,0.1159182,0.1105412,0.06812025,0.007271971,0.02026976,0.003729158,0.1456455,0.003778152,0.4251201,0.08072361,0.3183655,0.006690361,0.03197359,1.714495,0.2230874,0.3515843,0.1826828,0.2115026,0.1082452,6.573783,0.06051922,0.8555773,0.634334,1.444347,1.925089,3.540479,0.6420292,0.3587728,0.09275889,0.1645852,0.1113522,0.01376958,0.02955246,0.03783689,0.06293698,0.0453543,0.0277958,0.5724122,0.02498495,0.03735081,0.2898103,1.880891,12.49994,0.04033938,1.312237,0.9917951,84.11893,148.1467,0.1088949,31.51418,159.8494,117.133,4.061725,0.1103007,1.539471,0.004718542,8.329246,26.00345,26.28894,7.734316E-07
2009,0.07168358,0.01680817,0.009879782,0.001843566,0.001471306,0.273692,0.001393758,0.002053588,0.2627665,0.1198923,0.1121327,0.06782836,0.02248808,0.0185263,0.006488225,0.1327948,0.003258797,0.4576223,0.08169018,0.2866457,0.006619938,0.02617191,1.656122,0.2228071,0.3410388,0.1930713,0.2037591,0.1040448,6.52246,0.06218698,0.8060207,0.5985125,1.231014,2.22608,3.567615,0.6462869,0.3660829,0.1075074,0.1655725,0.1126466,0.01560782,0.02868964,0.03745071,0.06199466,0.0477919,0.02717714,0.5443193,0.02311195,0.0351564,0.2732059,1.766608,11.6478,0.03573197,1.300864,0.9887116,84.12017,147.1644,0.1053243,31.20897,158.7179,117.4459,4.012722,0.1094192,1.524336,0.004668462,8.288386,25.80387,26.11383,8.462398E-07
2010,0.07164602,0.01674435,0.01007388,0.0018395,0.001452279,0.2811904,0.001472399,0.002006317,0.2414107,0.1168726,0.1120003,0.06697006,0.03897903,0.03108568,0.006787738,0.123717,0.002554224,0.4553472,0.08981385,0.2521123,0.006575808,0.02186768,1.549504,0.2181806,0.3319793,0.201212,0.1921594,0.09558532,6.248132,0.06575178,0.7510919,0.5436224,1.100853,2.509465,3.582416,0.6402444,0.3680687,0.1240036,0.1660767,0.1139406,0.01660831,0.02742587,0.03683619,0.06037015,0.05014219,0.02650733,0.5058669,0.02082682,0.03319076,0.2580092,1.671959,10.87403,0.03138916,1.287867,0.9902852,83.78436,145.3732,0.0971727,30.81196,156.9609,117.2292,3.980704,0.1085619,1.509467,0.004566083,8.239873,25.59803,25.92619,8.359443E-07
